Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-2396.263	-2582.094	185.8303	0.0919944	0.225208	0.0732286	0.0720031	0.0207652	0.0505729	0.042689	0.0961009	0.039385	0.0809871	0.0240161	0.133935	0.109949	0.0580012	0.0376646	0.0284764	0.141289	0.0141812	0.056325	0.0566045	0.0889587	0.00318464	0.0792325	0.0146333	0.0422055	0.0658343	0.0160351	0.0392957	0.0534386	0.0225117	0.0457237	0.0786417	0.0122741	0.0526497	0.0707366	0.0324888	0.173924	0.126888	0.0546236	0.0743071	0.0938645	0.0123817	0.0355647	0.0284093	0.144351	0.174574	0.0150173	0.089174	0.0223979	0.0788667	0.0455975	0.0477032	0.0129883	0.0979985	0.0590582	0.0398875	0.0152819	0.028288	0.0218498	0.00534657	0.00952402	0.250233	0.018864	0.016381	0.0331464	0.00376267	0.251699	0.0879643	0.162214	0.0135358	0.0344281	0.00298434	0.000612299	0.0606872	0.0391677	0.00803231	0.0147149	0.0109617	0.00977681	0.00881659	0.00960142	0.014963	0.00159896	0.108587	0.00202284	0.0540709	0.0721841	0.0330909	0.0351012	0.00871292	0.00642696	0.00194716	0.037845	0.0050239	0.0377689	0.00790135	0.00500833	0.0279868	0.0286817	0.0068057	0.0300076	0.000550387	0.111629	0.0401991	0.00303048	0.0802163	0.0037533	0.8719614	1.128039	0.128444	0.367551	0.731791	1.36651	2.72071	7.78549	1.483927	1.29368	0.0167818	0.041083	0.0133585	0.013135	0.00378804	0.00922563	0.00778742	0.0175309	0.0071847	0.0147739	0.00438107	0.0244328	0.0200571	0.0105807	0.00687086	0.00519473	0.0257743	0.00258697	0.0102749	0.0103259	0.0162281	0.000580949	0.0144538	0.00266945	0.00769923	0.0120096	0.00292516	0.00716841	0.00974839	0.00410664	0.00834102	0.014346	0.00223906	0.00960448	0.0129039	0.00592667	0.0317276	0.0231471	0.00996456	0.0135553	0.017123	0.00225869	0.0064878	0.00518249	0.0263328	0.0318461	0.00273949	0.0162673	0.00408588	0.014387	0.00831801	0.00870213	0.00236936	0.0178771	0.0107735	0.00727638	0.00278777	0.00516037	0.0039859	0.000975334	0.00173739	0.045648	0.00344121	0.00298826	0.00604665	0.000686395	0.0459155	0.0160467	0.0295915	0.00246922	0.00628045	0.000544411	0.000111697	0.0110707	0.00714506	0.00146527	0.00268432	0.00199966	0.00178351	0.00160834	0.00175151	0.00272958	0.000291686	0.0198087	0.00036901	0.00986374	0.013168	0.00603652	0.00640324	0.00158943	0.00117242	0.000355205	0.00690377	0.000916472	0.0068899	0.00144138	0.000913632	0.00510541	0.00523217	0.00124151	0.00547405	0.000100403	0.0203636	0.00733321	0.000552828	0.0146332	0.000684685	0.564019	0.435981	5.481785
36	-2392.477	-2577.877	185.3998	0.0837892	0.0982714	0.0723615	0.100489	0.00711453	0.111092	0.0376088	0.0785219	0.0200041	0.0546445	0.0193315	0.112861	0.162788	0.0811541	0.0720401	0.0150312	0.0632775	0.0102788	0.0156531	0.104065	0.105299	0.00469602	0.0137735	0.0254184	0.0143668	0.0505132	0.0417345	0.0381221	0.0936661	0.0317219	0.0905219	0.0873798	0.0911065	0.056383	0.104401	0.0177201	0.178929	0.100693	0.0513988	0.101043	0.125281	0.0419365	0.0629927	0.034513	0.0915992	0.15944	0.024448	0.0433736	0.0348989	0.0919997	0.141449	0.0873266	0.0422709	0.0503349	0.014584	0.0521016	0.0118442	0.00899187	0.0332458	0.00864824	0.0265066	0.0233523	0.0151931	0.042164	0.0323468	0.116053	0.0560395	0.0249524	0.024181	0.0267082	0.0527944	0.047059	0.0609978	0.0338427	0.0447375	0.00145854	0.0105784	0.019928	0.00938624	0.0522912	0.0592409	0.0983233	0.0150057	0.015537	0.0263369	0.0198359	0.0115396	0.133901	0.0140631	0.0677663	0.0143431	0.00206059	0.102561	0.02997	0.0684888	0.000818871	0.151461	0.0112022	0.0691693	0.0327203	0.0800265	0.0192226	0.00332866	0.00520346	0.00655187	0.0913725	0.0210144	0.7556352	1.244365	0.164824	0.415087	0.760093	1.31563	2.40913	6.06706	1.303603	1.64678	0.014772	0.0173252	0.0127573	0.0177161	0.00125428	0.0195855	0.0066304	0.0138433	0.0035267	0.00963377	0.00340813	0.0198973	0.0286994	0.0143074	0.0127006	0.00264999	0.0111558	0.00181214	0.00275963	0.0183466	0.0185642	0.000827903	0.00242826	0.00448123	0.00253286	0.00890543	0.00735774	0.00672089	0.0165132	0.00559254	0.0159589	0.015405	0.016062	0.00994026	0.0184058	0.00312404	0.031545	0.017752	0.00906155	0.0178138	0.0220869	0.00739337	0.0111056	0.0060846	0.0161489	0.0281091	0.00431017	0.00764672	0.00615263	0.0162195	0.0249374	0.0153956	0.00745233	0.008874	0.00257114	0.00918546	0.00208812	0.00158526	0.0058612	0.00152468	0.00467308	0.00411699	0.00267853	0.00743347	0.00570272	0.02046	0.00987971	0.00439909	0.00426309	0.00470863	0.00930761	0.00829645	0.0107539	0.00596643	0.00788718	0.00025714	0.00186496	0.00351329	0.00165479	0.00921889	0.0104441	0.0173343	0.00264549	0.00273917	0.00464317	0.00349705	0.00203442	0.0236066	0.00247931	0.0119471	0.00252868	0.00036328	0.0180814	0.00528368	0.0120745	0.000144366	0.0267024	0.00197493	0.0121945	0.00576855	0.0141086	0.00338893	0.000586839	0.000917366	0.00115509	0.0161089	0.00370482	0.622182	0.377818	5.67218
72	-2391.572	-2576.899	185.3266	0.0864059	0.215557	0.0521901	0.06643	0.0216691	0.0436917	0.10915	0.106013	0.0342659	0.00337695	0.00263683	0.10484	0.0909883	0.0340884	0.0641324	0.0187277	0.0536884	0.0548453	0.0137737	0.0591749	0.133973	0.00359889	0.049794	0.00930793	0.102706	0.0694178	0.027638	0.034656	0.0375662	0.00384539	0.0690222	0.0657333	0.0673236	0.0484074	0.0642835	0.0589757	0.231179	0.0566204	0.0260282	0.0715042	0.115353	0.0366888	0.0201748	0.0061379	0.0763364	0.129047	0.0539092	0.0561888	0.0101306	0.0810933	0.111846	0.0581378	0.0160451	0.0908174	0.0509904	0.0251999	0.000924398	0.043407	0.0780011	0.0490097	0.000273996	0.206675	0.0381116	0.0150546	0.0264467	0.0179271	0.0645861	0.0492201	0.0478543	0.013372	0.0844817	0.0145532	0.0772829	0.0877102	0.0168645	0.0532621	0.0364026	0.0563376	0.00591658	0.00784746	0.0167874	0.0165342	0.00432221	0.0601374	0.00411461	0.13335	0.0883728	0.073171	0.00125574	0.067483	0.0311434	0.00878948	0.0325412	0.00263161	0.00285219	0.0110622	0.00466339	0.0219956	0.0534575	0.028526	0.0575506	0.00268264	0.0233738	0.00670453	0.000878998	0.108979	0.0149276	0.6968559	1.303144	0.086227	0.302629	0.688737	1.45193	3.30438	11.5973	1.772077	1.870034	0.0160751	0.0401026	0.00970955	0.0123588	0.00403135	0.00812848	0.0203064	0.0197229	0.0063749	0.000628253	0.000490561	0.0195046	0.0169276	0.00634187	0.0119313	0.00348414	0.0099883	0.0102035	0.00256248	0.011009	0.0249247	0.000669545	0.00926377	0.00173166	0.0191077	0.0129146	0.00514183	0.00644747	0.00698888	0.000715403	0.012841	0.0122291	0.012525	0.0090058	0.0119594	0.010972	0.043009	0.0105338	0.00484233	0.0133028	0.0214606	0.00682566	0.00375335	0.00114191	0.0142018	0.0240081	0.0100294	0.0104535	0.00188471	0.0150868	0.020808	0.0108161	0.00298506	0.0168958	0.00948636	0.00468824	0.000171977	0.00807551	0.0145115	0.00911785	5.09747e-05	0.0384503	0.00709035	0.00280079	0.0049202	0.00333519	0.0120157	0.00915701	0.0089029	0.00248776	0.0157171	0.00270751	0.0143779	0.0163178	0.0031375	0.00990898	0.0067724	0.0104812	0.00110073	0.00145996	0.00312316	0.00307605	0.000804113	0.0111881	0.00076549	0.0248086	0.016441	0.0136129	0.000233621	0.0125547	0.00579398	0.00163521	0.00605403	0.000489589	0.000530628	0.00205804	0.000867585	0.00409211	0.00994533	0.00530703	0.0107068	0.000499084	0.00434851	0.00124732	0.00016353	0.0202746	0.00277715	0.651572	0.348428	5.375134
108	-2387.414	-2574.214	186.7995	0.0985505	0.18402	0.104376	0.0717647	0.0111938	0.0943948	0.0648205	0.0723118	0.0375557	0.0565965	0.017313	0.104693	0.165167	0.0590815	0.000559795	0.0121924	0.0368651	0.0281235	0.00338204	0.0733289	0.124685	0.0107805	0.0289914	0.0014679	0.024061	0.05957	0.0256231	0.0212817	0.0226306	0.00122813	0.0307034	0.116699	0.107089	0.0499346	0.0769825	0.0311618	0.0994341	0.0939079	0.0277133	0.0803201	0.0449	0.0169804	0.0235259	0.0305867	0.0782554	0.156511	0.0203082	0.0376745	0.00767283	0.0619309	0.161015	0.0385243	0.0114004	0.0637625	0.0489604	0.0360468	0.00486546	0.0103828	0.0374052	0.0071324	0.0273983	0.00771298	0.00171927	0.02373	0.00245159	0.0746494	0.0500109	0.0141383	0.0112193	0.0541452	0.0388393	0.00218888	0.0822498	0.00073362	0.0517421	0.0142077	0.00494375	0.00942702	0.000948922	0.0182376	0.0104475	0.0760819	0.0530793	0.0226045	0.0311139	0.0895059	0.0641798	0.0962283	0.0140469	0.0220851	0.00560733	0.0104219	0.0267043	0.00309662	0.0785771	0.0274977	0.14548	0.00548607	0.0029807	0.048211	0.0886394	0.00885456	0.00529913	0.0347235	0.0401768	0.0802944	0.0271793	0.7915607	1.208439	0.12592	0.36401	0.729584	1.37064	2.74718	7.94158	1.49828	1.526654	0.0203714	0.0380387	0.0215756	0.0148345	0.00231387	0.0195124	0.013399	0.0149476	0.00776315	0.0116991	0.00357876	0.0216411	0.0341417	0.0122127	0.000115715	0.00252029	0.00762038	0.00581341	0.000699103	0.0151578	0.0257736	0.00222844	0.00599282	0.00030343	0.00497365	0.0123137	0.00529655	0.00439914	0.00467798	0.000253867	0.0063467	0.0241229	0.0221363	0.010322	0.0159131	0.00644146	0.020554	0.0194117	0.00572862	0.016603	0.00928128	0.00351002	0.00486303	0.00632258	0.0161762	0.0323524	0.00419791	0.00778771	0.00158605	0.0128017	0.0332834	0.00796336	0.00235657	0.0131804	0.0101206	0.00745123	0.00100574	0.00214624	0.00773202	0.00147434	0.00566351	0.00159435	0.000355391	0.00490522	0.000506769	0.0154308	0.0103378	0.00292253	0.00231914	0.0111924	0.00802849	0.000452463	0.0170019	0.000151647	0.0106956	0.00293688	0.00102192	0.00194866	0.000196152	0.0037699	0.0021596	0.0157269	0.010972	0.00467258	0.00643157	0.0185018	0.0132666	0.0198914	0.00290363	0.00456521	0.00115909	0.00215431	0.00552004	0.000640103	0.0162427	0.00568404	0.0300722	0.00113403	0.00061614	0.00996569	0.0183227	0.00183033	0.00109538	0.00717769	0.00830494	0.0165977	0.00561824	0.60422	0.39578	4.837693
144	-2392.767	-2577.482	184.7152	0.0414231	0.264885	0.101251	0.123306	0.0278986	0.063103	0.0603694	0.0535745	0.0765592	0.0279336	0.0648775	0.161217	0.0770168	0.0720821	0.000472155	0.00141638	0.0206045	0.0191813	0.00127716	0.0682563	0.115061	0.00458174	0.0395456	0.00852852	0.0454327	0.0380834	0.0173709	0.00837142	0.055189	0.00275492	0.0815293	0.113919	0.0882472	0.0370898	0.0940867	0.0860901	0.195621	0.0871542	0.0700039	0.084922	0.0473292	0.0424619	0.0398394	0.0222163	0.0781024	0.237382	0.00916215	0.132682	0.017509	0.133445	0.14857	0.102078	0.0129204	0.0582333	0.0171702	0.0205971	0.137206	0.0122261	0.0416149	0.0212885	0.0375308	0.0198217	0.0146493	0.0232013	0.0151209	0.174377	0.0348457	0.0958389	0.0447388	0.0736654	0.0127162	0.000534949	0.0853603	0.0047751	0.0518766	0.0238896	0.00160546	0.0154475	0.00161014	0.104666	0.00534355	0.110791	0.0567527	0.0182623	0.0139309	0.0271933	0.0455748	0.213517	0.0194006	0.0944168	0.0209224	0.00428999	0.0227577	0.0418377	0.0627063	0.0196297	0.192107	0.0106394	0.0233781	0.0491814	0.0591786	0.000917203	0.0339729	0.0306331	0.0729947	0.051112	0.0531247	0.7810905	1.21891	0.184291	0.438314	0.773114	1.29347	2.28147	5.42619	1.222881	1.560523	0.00676499	0.0432595	0.0165357	0.0201376	0.00455624	0.0103056	0.0098592	0.00874948	0.0125032	0.00456196	0.0105954	0.026329	0.012578	0.011772	7.71097e-05	0.000231315	0.00336501	0.00313258	0.000208578	0.0111472	0.0187912	0.000748264	0.00645837	0.00139283	0.00741981	0.00621957	0.00283692	0.00136717	0.00901316	0.000449919	0.0133149	0.0186045	0.014412	0.0060573	0.0153657	0.0140597	0.0319477	0.0142335	0.0114326	0.013869	0.00772954	0.00693464	0.00650634	0.00362825	0.0127552	0.038768	0.00149631	0.0216689	0.00285947	0.0217936	0.0242637	0.0166708	0.00211009	0.00951034	0.00280414	0.00336381	0.0224078	0.0019967	0.00679632	0.00347671	0.00612932	0.00323717	0.00239244	0.00378911	0.00246946	0.0284783	0.00569081	0.0156519	0.00730648	0.0120306	0.00207674	8.73649e-05	0.0139406	0.000779842	0.0084722	0.00390152	0.000262195	0.00252281	0.000262959	0.0170935	0.000872678	0.0180938	0.00926853	0.0029825	0.00227512	0.00444106	0.00744303	0.0348704	0.00316839	0.0154196	0.00341694	0.000700617	0.00371666	0.0068327	0.0102409	0.00320581	0.0313738	0.00173756	0.00381798	0.00803203	0.00966472	0.000149792	0.00554827	0.00500282	0.0119211	0.00834732	0.00867603	0.609455	0.390545	6.123158
180	-2393.798	-2578.377	184.5783	0.0523722	0.191569	0.0930352	0.0757289	0.0213495	0.1506	0.064925	0.160453	0.0973307	0.194648	0.101529	0.118952	0.284754	0.106454	0.0361509	0.0186002	0.043075	0.00972453	0.0429712	0.067758	0.109832	0.0229748	0.0206612	0.00663854	0.0157361	0.0455207	0.026058	0.0270557	0.0475867	0.00218319	0.0648041	0.0800254	0.102806	0.0180069	0.239829	0.0475365	0.160164	0.18317	0.0210322	0.101344	0.103168	0.0389546	0.070414	0.018402	0.0303948	0.149875	0.0130903	0.0680993	0.0784431	0.0982553	0.0713944	0.0783921	0.0233621	0.120245	0.0429785	0.0191441	0.0591916	0.0134223	0.0375772	0.0259446	0.00743967	0.00751148	0.0196997	0.042717	0.0147675	0.125178	0.0829619	0.0192654	0.00745913	0.0181963	0.0157302	0.0657633	0.0355638	0.0089306	0.0176096	0.00534274	0.00583681	0.0381578	0.0212837	0.0166258	0.00108132	0.193972	0.0178657	0.0127988	0.068039	0.0808093	0.0518635	0.0866877	0.0282171	0.0369864	0.00697989	0.00161945	0.0367667	0.0244938	0.0607396	0.040075	0.0925	0.0141364	0.0503273	0.062314	0.0221698	0.00758874	0.0158227	0.0260321	0.108099	0.0768516	0.0335635	0.8333066	1.166693	0.187957	0.442544	0.775434	1.2896	2.25966	5.32038	1.208641	1.400077	0.00835264	0.0305526	0.0148378	0.0120777	0.00340495	0.0240187	0.0103546	0.02559	0.0155229	0.0310437	0.0161924	0.0189713	0.0454143	0.016978	0.00576557	0.00296647	0.00686988	0.00155093	0.00685331	0.0108065	0.0175166	0.00366417	0.00329518	0.00105876	0.0025097	0.00725992	0.00415589	0.00431501	0.00758943	0.000348189	0.0103354	0.0127629	0.0163961	0.00287186	0.0382494	0.00758143	0.025544	0.0292131	0.00335435	0.0161629	0.0164539	0.00621272	0.0112301	0.00293486	0.00484755	0.0239029	0.00208773	0.0108609	0.0125106	0.0156704	0.0113864	0.0125025	0.00372593	0.0191774	0.00685449	0.00305322	0.00944025	0.00214067	0.00599304	0.00413781	0.00118652	0.00119798	0.00314184	0.00681278	0.00235522	0.0199641	0.0132313	0.00307256	0.00118963	0.00290205	0.00250876	0.0104884	0.00567194	0.00142431	0.0028085	0.000852094	0.000930891	0.00608564	0.00339446	0.00265159	0.000172455	0.0309359	0.00284934	0.00204124	0.0108513	0.012888	0.00827151	0.0138255	0.00450024	0.00589882	0.0011132	0.000258279	0.00586379	0.00390643	0.00968713	0.00639141	0.0147525	0.00225456	0.00802651	0.00993822	0.00353578	0.0012103	0.0025235	0.00415176	0.0172403	0.0122568	0.00535292	0.583347	0.416653	6.270132
216	-2385.96	-2575.05	189.0902	0.0338381	0.0707758	0.0224147	0.061686	0.0196974	0.0730729	0.0380982	0.0349361	0.0227597	0.0258553	0.0138955	0.12945	0.0978891	0.0572006	0.0109904	0.0143244	0.0275293	0.0123386	0.016338	0.0421692	0.05755	0.00383542	0.00592212	0.00787929	0.00255929	0.0509072	0.0164227	0.0325535	0.0560817	0.0137052	0.0554593	0.0524276	0.0497593	0.00932686	0.157879	0.0129674	0.0938616	0.0947811	0.00979078	0.0255387	0.0252576	0.0127474	0.0218048	0.0263436	0.0651749	0.113599	0.00277471	0.0487674	0.0257789	0.0911056	0.0411335	0.0727783	0.00581147	0.0340992	0.0089774	0.0119729	0.0308241	0.00322061	0.0279654	0.0100473	0.00881109	0.00115018	0.00288128	0.000889551	0.0222916	0.0321731	0.0660533	0.0297717	0.00988227	0.00708686	0.0211052	0.00842495	0.00862759	0.0023344	0.0125515	0.0104283	0.000285893	0.043606	0.00181572	0.0259262	0.000309069	0.104513	0.010649	0.000231255	0.0662549	0.0192384	0.022612	0.0405427	0.0105875	0.0490937	0.0103386	0.00414869	0.00413061	0.0499925	0.0214643	0.0207054	0.134298	0.0187808	0.0204014	0.0524542	0.0177953	0.00222282	0.0032557	0.014923	0.0499344	0.0356999	0.0157529	0.7256464	1.274354	0.12221	0.35874	0.726272	1.37689	2.78754	8.18265	1.519902	1.756164	0.00986223	0.0206279	0.00653286	0.0179786	0.00574088	0.0212974	0.0111039	0.0101823	0.0066334	0.00753562	0.00404989	0.0377286	0.0285301	0.0166713	0.0032032	0.0041749	0.00802353	0.00359612	0.00476177	0.0122904	0.0167732	0.00111785	0.00172602	0.00229645	0.000745916	0.0148371	0.00478644	0.00948785	0.0163452	0.00399444	0.0161638	0.0152802	0.0145025	0.00271835	0.0460144	0.0037794	0.0273563	0.0276243	0.00285356	0.00744335	0.00736141	0.00371528	0.00635508	0.00767793	0.0189955	0.0331088	0.0008087	0.0142134	0.00751335	0.0265531	0.0119885	0.0212115	0.00169378	0.00993834	0.0026165	0.00348954	0.0089838	0.000938658	0.00815061	0.00292833	0.00256802	0.000335225	0.000839759	0.000259263	0.00649696	0.00937696	0.0192515	0.00867706	0.00288022	0.00206549	0.00615119	0.00245548	0.00251454	0.000680371	0.00365817	0.00303937	8.33246e-05	0.0127091	0.000529198	0.00755628	9.00794e-05	0.0304606	0.00310369	6.74e-05	0.0193102	0.0056071	0.00659036	0.0118163	0.00308577	0.0143085	0.00301323	0.00120915	0.00120388	0.0145705	0.00625585	0.00603467	0.0391416	0.00547372	0.00594607	0.015288	0.0051865	0.000647849	0.000948885	0.00434937	0.0145536	0.0104049	0.00459124	0.637177	0.362823	3.431077
252	-2386.697	-2573.512	186.8145	0.130809	0.183632	0.0402149	0.0656432	0.0491664	0.0631363	0.0383994	0.0133181	0.0319213	0.0628132	0.0338115	0.164449	0.119347	0.0464511	0.009135	0.012267	0.0233931	0.0189606	0.0186367	0.0753349	0.103008	0.0179454	0.035007	0.0018534	0.00314853	0.0728831	0.015663	0.0635884	0.0589048	0.0114987	0.0275213	0.214217	0.0555301	0.0254578	0.168007	0.0427734	0.0915823	0.0777694	0.00716065	0.0371936	0.114214	0.00153606	0.0693492	0.0418541	0.0536778	0.157703	0.018159	0.0515615	0.027202	0.0968808	0.18175	0.0506588	0.00873051	0.0540998	0.0286137	0.0801444	0.0290747	0.00853716	0.0297594	0.0177962	0.0309509	0.00293298	0.0112489	0.00679176	0.00663566	0.085233	0.0612628	0.0451287	0.0299042	0.0189724	0.031949	0.000825068	0.00195234	0.00409034	0.00494689	0.0384003	0.00638946	0.0328241	0.00206819	0.0338951	0.0046724	0.0994331	0.0109121	0.000561526	0.0663448	0.0142825	0.0431831	0.0682473	0.0136657	0.0340392	0.00893301	0.00777961	0.00859333	0.0201709	0.0373859	0.00384025	0.0421517	0.0103868	0.0240189	0.0908982	0.0317207	0.00217342	0.00312837	0.0211602	0.00916714	0.0338712	0.0131853	0.7082087	1.291791	0.102316	0.328964	0.706902	1.41462	3.03985	9.7736	1.648369	1.824026	0.0282333	0.0396342	0.0086798	0.0141681	0.0106118	0.013627	0.00828795	0.00287452	0.00688974	0.0135573	0.00729771	0.0354939	0.0257592	0.0100258	0.00197165	0.00264765	0.00504906	0.00409237	0.00402245	0.0162599	0.0222328	0.00387325	0.00755573	0.000400029	0.000679564	0.0157307	0.00338063	0.0137246	0.0127137	0.00248182	0.00594007	0.0462356	0.0119853	0.0054947	0.0362618	0.009232	0.0197667	0.0167854	0.00154552	0.0080277	0.0246515	0.000331537	0.014968	0.00903358	0.0115856	0.034038	0.00391935	0.0111288	0.00587116	0.0209103	0.0392281	0.0109339	0.00188435	0.0116766	0.00617585	0.017298	0.00627534	0.00184262	0.00642312	0.00384105	0.00668029	0.00063304	0.00242792	0.0014659	0.00143221	0.0183963	0.0132227	0.00974036	0.00645438	0.00409492	0.00689571	0.000178079	0.000421383	0.000882838	0.00106771	0.00828813	0.00137907	0.00708459	0.000446389	0.00731575	0.00100847	0.0214612	0.00235521	0.000121197	0.0143195	0.00308267	0.00932043	0.0147302	0.00294954	0.00734686	0.00192806	0.00167911	0.00185474	0.00435359	0.00806919	0.000828861	0.00909783	0.00224185	0.00518413	0.019619	0.00684644	0.000469101	0.000675213	0.00456711	0.00197859	0.00731059	0.00284585	0.645896	0.354104	4.633164
